date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:52:41	284708/284708	---M-Z	200	added ('OK')	text/html	etag:W/%222071826fc2fdf0b144cb196f3f7bacfe--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-gulf-of-mexico-alliance	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-gulf-of-mexico-alliance.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:41	280706/280706	---M-Z	200	added ('OK')	text/html	etag:W/%22bf58d8e46bf6cd3b9010a3456a4ffb29--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-louisiana-community-education-outreach-program	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-louisiana-community-education-outreach-program.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:42	279113/279113	---M-Z	200	added ('OK')	text/html	etag:W/%22329258f6bdf55f4630fc73d171599e99--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-louisiana-department-of-environmental-quality	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-louisiana-department-of-environmental-quality.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:44	280455/280455	---M-Z	200	added ('OK')	text/html	etag:W/%22105c4c9b6fbdbd22014a8c29e116bc47--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-louisiana-department-of-natural-resources	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-louisiana-department-of-natural-resources.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:44	280451/280451	---M-Z	200	added ('OK')	text/html	etag:W/%22de48517623bda55cd774deea5bf7440e--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-louisiana-department-of-transportation-and-development	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-louisiana-department-of-transportation-and-development.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:45	296402/296402	---M-Z	200	added ('OK')	text/html	etag:W/%229547c4bc9f55509bd017e8f13dbf299b--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-louisiana-governors-office-of-homeland-security-emergency-preparedness	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-louisiana-governors-office-of-homeland-security-emergency-preparedness.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:46	281226/281226	---M-Z	200	added ('OK')	text/html	etag:W/%222a7e419d0af492b80f23fabecbb7227d--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-louisianas-comprehensive-master-plan-for-a-sustainable-coast	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-louisianas-comprehensive-master-plan-for-a-sustainable-coast.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:48	277465/277465	---M-Z	200	added ('OK')	text/html	etag:W/%22b7c37fa67db0e624453afbff8c1f12a2--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-northshore-community-foundation	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-northshore-community-foundation.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:49	291927/291927	---M-Z	200	added ('OK')	text/html	etag:W/%2263f8cb00b0a480b8bf9f724d85f01276--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-university-of-new-orleans-center-for-hazard-assessment-response-and-technology	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-university-of-new-orleans-center-for-hazard-assessment-response-and-technology.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:50	285097/285097	---M-Z	200	added ('OK')	text/html	etag:W/%22ada1f4caa3dbfe71289adc399e7cbff7--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-us-army-corps-of-engineers-new-orleans-district	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-us-army-corps-of-engineers-new-orleans-district.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:50	278531/278531	---M-Z	200	added ('OK')	text/html	etag:W/%2296deb0a1f15bc1ca1fa0a51ba1fd2990--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-us-department-of-housing-and-urban-development	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-us-department-of-housing-and-urban-development.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:51	278450/278450	---M-Z	200	added ('OK')	text/html	etag:W/%2276d6296e5f3f01c3ce2e29befd8311ed--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-usda-rural-development	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-usda-rural-development.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:53	282221/282221	---M-Z	200	added ('OK')	text/html	etag:W/%229114d3d929c85b43dfc54a00b7c519b8--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-usgs-national-wetlands-research-center	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-usgs-national-wetlands-research-center.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:53	285070/285070	---M-Z	200	added ('OK')	text/html	etag:W/%22f1818ec8315f706b77c145a1bbccbfc0--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/ifc-background	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/ifc-background.html	(from https://wisteria-clownfish-y7xn.squarespace.com/inland-from-the-coast)
10:52:55	303605/303605	---M-Z	200	added ('OK')	text/html	etag:W/%2274c79e0ac078c1e5f1182d32959f1450--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/ifc-approach	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/ifc-approach.html	(from https://wisteria-clownfish-y7xn.squarespace.com/inland-from-the-coast)
10:52:55	291801/291801	---M-Z	200	added ('OK')	text/html	etag:W/%22d7d0f9083e1b9aecc82ef2ed5b5d30fd--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/ifc-community-partnerships	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/ifc-community-partnerships.html	(from https://wisteria-clownfish-y7xn.squarespace.com/inland-from-the-coast)
10:52:57	312749/312749	---M-Z	200	added ('OK')	text/html	etag:W/%22239360c4b717b2998809720f528f3683--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/ifc-what-weve-learned	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/ifc-what-weve-learned.html	(from https://wisteria-clownfish-y7xn.squarespace.com/inland-from-the-coast)
10:52:58	383822/383822	---M-Z	200	added ('OK')	text/html	etag:W/%22806984566535d3c57a457f478568514f--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/ifc-team	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/ifc-team.html	(from https://wisteria-clownfish-y7xn.squarespace.com/inland-from-the-coast)
10:52:59	290396/290396	---M-Z	200	added ('OK')	text/html	etag:W/%2247954182dd9b72dfe7fa74cd821c9ca8--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-tulsa-ok	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-tulsa-ok.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-rogue-river)
10:53:00	293003/293003	---M-Z	200	added ('OK')	text/html	etag:W/%220d1633837a8741ff6adb61d3ae501359--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-onion-creek-tx	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-onion-creek-tx.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-rahway-nj)
10:53:01	285808/285808	---M-Z	200	added ('OK')	text/html	etag:W/%22b64ea78ed9d98a8f12b5702b576b28a9--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-new-richmond-oh	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-new-richmond-oh.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-hammond-la)
10:53:02	293178/293178	---M-Z	200	added ('OK')	text/html	etag:W/%22093bf4e665e922e1a141af17e9a91d12--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-scott-la	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-scott-la.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-walker-la)
10:53:03	282783/282783	---M-Z	200	added ('OK')	text/html	etag:W/%22302926c7599b5414c3c70cff3e707b28--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-kenner-la	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-kenner-la.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-berkeley-ca)
10:53:04	281046/281046	---M-Z	200	added ('OK')	text/html	etag:W/%2273f7fd74731c645e535ec2e749245aff--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-cleveland-oh	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-cleveland-oh.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-genesee-county-mi)
10:53:05	277635/277635	---M-Z	200	added ('OK')	text/html	etag:W/%22199ac2376b27b6f25baf9c31e9857685--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/tools-resources-epas-climate-resilience-evaluation-and-awareness-tool	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/tools-resources-epas-climate-resilience-evaluation-and-awareness-tool.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources-coastal-emergency-risk-assessment)
10:53:06	299058/299058	---M-Z	200	added ('OK')	text/html	etag:W/%22649a877b3c1476e0ddc9e214aa1cc4bc--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/our-approach-hm	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/our-approach-hm.html	(from https://wisteria-clownfish-y7xn.squarespace.com/ifc-approach)
10:53:07	289295/289295	---M-Z	200	added ('OK')	text/html	etag:W/%2284e25d204bd1e649c3a3a3df5dc6b00d--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/our-approach-hw	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/our-approach-hw.html	(from https://wisteria-clownfish-y7xn.squarespace.com/ifc-approach)
10:53:07	288677/288677	---M-Z	200	added ('OK')	text/html	etag:W/%22e59fd29dba3744eb87aa778fcfcc962f--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/our-approach-dp	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/our-approach-dp.html	(from https://wisteria-clownfish-y7xn.squarespace.com/ifc-approach)
10:53:09	310805/310805	---M-Z	200	added ('OK')	text/html	etag:W/%22804b45a6e369dc32c8f6c2cfa5d8d26c--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/plank-road-corridor	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/plank-road-corridor.html	(from https://wisteria-clownfish-y7xn.squarespace.com/ifc-community-partnerships)
10:53:10	302293/302293	---M-Z	200	added ('OK')	text/html	etag:W/%22582d49e5e9010cab67f292ceda8258b7--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/baker	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/baker.html	(from https://wisteria-clownfish-y7xn.squarespace.com/ifc-community-partnerships)
10:53:11	336641/336641	---M-Z	200	added ('OK')	text/html	etag:W/%2239335115b5354966b1bac504c14cc42d--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/denham-springs	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/denham-springs.html	(from https://wisteria-clownfish-y7xn.squarespace.com/ifc-community-partnerships)
10:53:12	314737/314737	---M-Z	200	added ('OK')	text/html	etag:W/%22bf48cc6ccb8f5c2765db31134beef80f--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/amite-river-watershed	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/amite-river-watershed.html	(from https://wisteria-clownfish-y7xn.squarespace.com/ifc-community-partnerships)
10:53:13	279481/279481	---M-Z	200	added ('OK')	text/html	etag:W/%22cc633ac8965d5afdbf2eae51daf645b8--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-king-county-wa	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-king-county-wa.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-tulsa-ok)
10:53:14	290462/290462	---M-Z	200	added ('OK')	text/html	etag:W/%22a47018ea9b9b555eceffa6a2457a17c9--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-nashville-tn	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-nashville-tn.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-onion-creek-tx)
10:53:15	296751/296751	---M-Z	200	added ('OK')	text/html	etag:W/%224f76abdead612c635ce9e2b299faafd4--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-portland-or	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-portland-or.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-new-richmond-oh)
10:53:16	303742/303742	---M-Z	200	added ('OK')	text/html	etag:W/%22d68ffb153ec5f72d1eeb592823bdc5ed--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-east-feliciana-parish	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-east-feliciana-parish.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-scott-la)
10:53:17	279150/279150	---M-Z	200	added ('OK')	text/html	etag:W/%2218689d133b8eae2a073dd5597d8729dc--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-lafayette-la	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-lafayette-la.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-kenner-la)
10:53:18	279494/279494	---M-Z	200	added ('OK')	text/html	etag:W/%22c1c83eba8fe5818ba1600e5d7f8bd01c--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-durham-nc	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-durham-nc.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-cleveland-oh)
10:53:19	330862/330862	---M-Z	200	added ('OK')	text/html	etag:W/%222f06810d4c867ce16f8d9473ccb088c6--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/hm-watershed-riverine	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/hm-watershed-riverine.html	(from https://wisteria-clownfish-y7xn.squarespace.com/our-approach-hm)
10:53:20	338076/338076	---M-Z	200	added ('OK')	text/html	etag:W/%223d09f63a79f0ffe5fb884a4c242a8b2e--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/hm-historical-conditions	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/hm-historical-conditions.html	(from https://wisteria-clownfish-y7xn.squarespace.com/our-approach-hm)
10:53:21	300190/300190	---M-Z	200	added ('OK')	text/html	etag:W/%221473989552fa849bf434cd9c86a18041--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/hm-transition-zones	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/hm-transition-zones.html	(from https://wisteria-clownfish-y7xn.squarespace.com/our-approach-hm)
10:53:22	308984/308984	---M-Z	200	added ('OK')	text/html	etag:W/%2264f4bd73ea309ec7c9ada5953b3a005d--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index.html	(from https://wisteria-clownfish-y7xn.squarespace.com/our-approach-hw)
10:53:22	292963/292963	---M-Z	200	added ('OK')	text/html	etag:W/%2272666a6f742ac5fe77c141f51cdf812f--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/hw-health-survey	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/hw-health-survey.html	(from https://wisteria-clownfish-y7xn.squarespace.com/our-approach-hw)
10:53:24	300576/300576	---M-Z	200	added ('OK')	text/html	etag:W/%221ab059102c1ddb38954a7ddc7d473e9f--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/hw-community-migration-trends	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/hw-community-migration-trends.html	(from https://wisteria-clownfish-y7xn.squarespace.com/our-approach-hw)
10:53:25	286961/286961	---M-Z	200	added ('OK')	text/html	etag:W/%22bf4b9c12aa9b267e0ab7e8953dceb790--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/dp-community-design	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/dp-community-design.html	(from https://wisteria-clownfish-y7xn.squarespace.com/our-approach-dp)
10:53:26	311132/311132	---M-Z	200	added ('OK')	text/html	etag:W/%22202b4a72681f7abd78e5389532e9205b--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/dp-non-structural-policy	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/dp-non-structural-policy.html	(from https://wisteria-clownfish-y7xn.squarespace.com/our-approach-dp)
10:53:26	301930/301930	---M-Z	200	added ('OK')	text/html	etag:W/%228f6fdcc41e15ee37907d5c717c536925--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/dp-community-tools	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/dp-community-tools.html	(from https://wisteria-clownfish-y7xn.squarespace.com/our-approach-dp)
10:53:27	0/0	---M--	302	error ('Found')	text/html	etag:W/%2297958fc357a42b281f131e49765b4351%22	https://wisteria-clownfish-y7xn.squarespace.com/s/Imagine-Plank-Road_Summary_20191101_web.pdf	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/s/Imagine-Plank-Road_Summary_20191101_web.72.delayed	(from https://wisteria-clownfish-y7xn.squarespace.com/plank-road-corridor)
10:53:28	262897/262897	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22141939b37f5b62a26b31f15074a9d788%22	https://wisteria-clownfish-y7xn.squarespace.com/plank-road	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/plank-road.73.delayed	(from https://wisteria-clownfish-y7xn.squarespace.com/baker)
10:53:29	0/0	---M--	302	error ('Found')	text/html	etag:W/%22c340c05f7aef3e0ce8f1de5ae882f9ef%22	https://wisteria-clownfish-y7xn.squarespace.com/s/DenhamSprings_FinalReport.pdf	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/s/DenhamSprings_FinalReport.74.delayed	(from https://wisteria-clownfish-y7xn.squarespace.com/denham-springs)
10:53:30	0/0	---M--	302	error ('Found')	text/html	etag:W/%22aac5bf78ef45e97d56e0b2fa3d948a06%22	https://wisteria-clownfish-y7xn.squarespace.com/s/Denham-Springs-Recovery-Plan-121217-Final.pdf	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/s/Denham-Springs-Recovery-Plan-121217-Final.75.delayed	(from https://wisteria-clownfish-y7xn.squarespace.com/denham-springs)
10:53:32	280619/280619	---M-Z	200	added ('OK')	text/html	etag:W/%220df438ca59b5af287b70d114c99a09ce--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-roseville-ca	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-roseville-ca.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-king-county-wa)
10:53:33	290873/290873	---M-Z	200	added ('OK')	text/html	etag:W/%22f3a11d6599f670422f4b4b0386895789--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-heritage-creek-ky	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-heritage-creek-ky.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-nashville-tn)
10:53:33	284969/284969	---M-Z	200	added ('OK')	text/html	etag:W/%22975252054e7ec4c279b15b3d7688e3ba--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-kinston-nc	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-kinston-nc.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-portland-or)
10:53:35	297671/297671	---M-Z	200	added ('OK')	text/html	etag:W/%22ad2763e6e47a5946c1a63a8983c3fc76--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-jean-lafitte-la	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-jean-lafitte-la.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-east-feliciana-parish)
10:53:36	284302/284302	---M-Z	200	added ('OK')	text/html	etag:W/%221092f640bf9720b2a1ad7f44ed589620--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-pineville-la	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-pineville-la.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-lafayette-la)
10:53:37	283633/283633	---M-Z	200	added ('OK')	text/html	etag:W/%2297178ea94c47efcc73d2726e4c1fd896--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-leland-mi	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-leland-mi.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-study-durham-nc)
10:53:38	326563/326563	---M-Z	200	added ('OK')	text/html	etag:W/%2247190f13266024f145703ea90d144356--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index-composite	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index-composite.html	(from https://wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index)
10:53:39	326880/326880	---M-Z	200	added ('OK')	text/html	etag:W/%22276709b58640352e4989c813340fe0a4--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index-community-economic-health	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index-community-economic-health.html	(from https://wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index)
10:53:40	302012/302012	---M-Z	200	added ('OK')	text/html	etag:W/%22c3ade73bb81fef02607b1caffe3af896--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index-public-health-safety	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index-public-health-safety.html	(from https://wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index)
10:53:41	318227/318227	---M-Z	200	added ('OK')	text/html	etag:W/%22f4a2751f53a1bc0678fb99bb83404ad3--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index-built-natural-environments	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index-built-natural-environments.html	(from https://wisteria-clownfish-y7xn.squarespace.com/hw-wellbeing-index)
10:53:42	316065/316065	---M-Z	200	added ('OK')	text/html	etag:W/%22b212f8acd8743217426e7b6b6bca2362--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/dp-community-design-connected-communities	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/dp-community-design-connected-communities.html	(from https://wisteria-clownfish-y7xn.squarespace.com/dp-community-design)
10:53:43	313057/313057	---M-Z	200	added ('OK')	text/html	etag:W/%220bf3151fa1a1c7b4036fd74c069d60db--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/dp-community-design-active-living	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/dp-community-design-active-living.html	(from https://wisteria-clownfish-y7xn.squarespace.com/dp-community-design)
10:53:44	312356/312356	---M-Z	200	added ('OK')	text/html	etag:W/%221f765709570f9cde7f2b67710b88febf--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/dp-community-design-living-with-water	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/dp-community-design-living-with-water.html	(from https://wisteria-clownfish-y7xn.squarespace.com/dp-community-design)
10:53:44	0/0	---M--	302	error ('Found')	text/html	etag:W/%22b4e2fd9cdd5670c614692d896020a8d8%22	https://wisteria-clownfish-y7xn.squarespace.com/s/coastal_community_resilience_index.pdf	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/s/coastal_community_resilience_index.83.delayed	(from https://wisteria-clownfish-y7xn.squarespace.com/dp-non-structural-policy)
10:53:45	0/0	---M--	302	error ('Found')	text/html	etag:W/%222dfc2702a7fa0ee602b7a0bbc48dcd80%22	https://wisteria-clownfish-y7xn.squarespace.com/s/LA-Homeowners-Handbook-2020.pdf	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/s/LA-Homeowners-Handbook-2020.84.delayed	(from https://wisteria-clownfish-y7xn.squarespace.com/dp-non-structural-policy)
10:53:46	0/0	---M--	302	error ('Found')	text/html	etag:W/%222be21af619181462b826af352aee67ed%22	https://wisteria-clownfish-y7xn.squarespace.com/s/La-Coastal-Hazard-Mitigation-Guidebook_sm.pdf	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/s/La-Coastal-Hazard-Mitigation-Guidebook_sm.85.delayed	(from https://wisteria-clownfish-y7xn.squarespace.com/dp-non-structural-policy)
